@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Summary string

@data

car,5,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1537,170,148,22,0,87.058824,12.941176,0,0.705094,0.122723,0.236297,53.06149,69.478765,206.209367,87.967279,118.242087,1.212996,0.517455,0.695542,112.882545,0.664015,9260.443543,0.974576,115,0.153846,8,0.846154,44,0.025424,3,0.934959,0.974576,0.954357,0.98631,0.870588,0.129806,0.870194,0.129412,0.871772,0.870588,0.856853,0.974616,0.001,0.001,0,0,4773,133255,17060,?
car,6,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,158,13,0,92.397661,7.602339,0,0.828882,0.102168,0.207342,44.252867,61.087608,206.73301,71.609324,135.123686,1.208965,0.418768,0.790197,132.499243,0.774849,10865.696891,0.991597,118,0.096154,5,0.903846,47,0.008403,1,0.95935,0.991597,0.975207,0.997576,0.923977,0.079258,0.920742,0.076023,0.923612,0.923977,0.919874,0.994075,0,0.003,0,0,4773,133170,17145,?
car,6,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,149,22,0,87.134503,12.865497,0,0.718392,0.119834,0.23074,51.90486,67.981132,206.73301,84.748208,121.984802,1.208965,0.495604,0.713361,116.85857,0.683383,9583.072152,0.941176,112,0.115385,6,0.884615,46,0.058824,7,0.949153,0.941176,0.945148,0.981092,0.871345,0.104948,0.895052,0.128655,0.873272,0.871345,0.867381,0.972069,0.001,0.002,0,0,4773,133170,17145,?
car,6,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,138,33,0,80.701754,19.298246,0,0.551217,0.12393,0.240872,53.678806,70.966079,206.73301,90.033341,116.699669,1.208965,0.526511,0.682454,111.550896,0.652344,9147.812458,0.941176,112,0.288462,15,0.711538,37,0.058824,7,0.88189,0.941176,0.910569,0.96073,0.807018,0.228886,0.771114,0.192982,0.796949,0.807018,0.793905,0.951809,0.001,0.002,0,0,4773,133170,17145,?
car,6,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,145,26,0,84.795322,15.204678,0,0.651649,0.118804,0.230745,51.080669,67.422312,210.901717,84.630335,126.271381,1.233343,0.494914,0.738429,122.614702,0.717045,10077.488746,0.966102,114,0.245283,13,0.754717,40,0.033898,4,0.897638,0.966102,0.930612,0.98481,0.847953,0.190243,0.809757,0.152047,0.84175,0.847953,0.838369,0.976576,0.001,0.001,0,0,4773,133170,17145,?
car,6,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,148,23,0,86.549708,13.450292,0,0.692085,0.109822,0.223288,47.468807,65.630475,209.272262,79.666064,129.606198,1.223814,0.465883,0.757931,125.81675,0.73577,10331.678897,0.966387,115,0.192308,10,0.807692,42,0.033613,4,0.92,0.966387,0.942623,0.988365,0.865497,0.155549,0.844451,0.134503,0.873867,0.865497,0.853507,0.983146,0.001,0.002,0.015625,0,4773,133170,17145,?
car,6,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,146,25,0,85.380117,14.619883,0,0.677577,0.11453,0.228292,49.503446,67.10155,209.272262,82.586777,126.685485,1.223814,0.482964,0.740851,122.414882,0.715877,10052.328164,0.941176,112,0.134615,7,0.865385,45,0.058824,7,0.941176,0.941176,0.941176,0.976891,0.853801,0.122334,0.877666,0.146199,0.865041,0.853801,0.846401,0.97265,0,0.002,0,0,4773,133170,17145,?
car,6,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,147,24,0,85.964912,14.035088,0,0.688572,0.120042,0.232755,51.886264,68.413341,209.272262,87.353899,121.918363,1.223814,0.510842,0.712973,117.103933,0.684818,9616.20962,0.94958,113,0.134615,7,0.865385,45,0.05042,6,0.941667,0.94958,0.945607,0.981254,0.859649,0.120663,0.879337,0.140351,0.841175,0.859649,0.846555,0.973791,0.001,0.002,0,0,4773,133170,17145,?
car,6,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1537,170,146,24,0,85.882353,14.117647,0,0.686636,0.125477,0.23769,54.540887,70.30782,204.683714,90.448665,114.235049,1.204022,0.532051,0.671971,108.712751,0.639487,8911.088844,0.941176,112,0.137255,7,0.862745,44,0.058824,7,0.941176,0.941176,0.941176,0.984511,0.858824,0.12191,0.87809,0.141176,0.847326,0.858824,0.851243,0.969648,0.001,0.001,0,0,4773,133255,17060,?
car,6,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1537,170,147,23,0,86.470588,13.529412,0,0.699277,0.110164,0.223559,47.886409,66.13026,204.579912,78.422088,126.157825,1.203411,0.461306,0.742105,122.299827,0.719411,10024.308963,0.941176,112,0.156863,8,0.843137,43,0.058824,7,0.933333,0.941176,0.937238,0.975119,0.864706,0.132323,0.867677,0.135294,0.868733,0.864706,0.863387,0.971201,0.001,0.001,0,0,4773,133255,17060,?
car,6,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1537,170,146,24,0,85.882353,14.117647,0,0.667698,0.103741,0.220962,45.094317,65.362108,204.579912,76.328848,128.251064,1.203411,0.448993,0.754418,125.520297,0.738355,10288.274907,0.97479,116,0.215686,11,0.784314,40,0.02521,3,0.913386,0.97479,0.943089,0.986983,0.858824,0.171554,0.828446,0.141176,0.856866,0.858824,0.843478,0.982052,0.001,0.002,0,0,4773,133255,17060,?
car,7,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,138,33,0,80.701754,19.298246,0,0.551288,0.115963,0.232306,50.228018,68.442363,206.73301,84.780629,121.952381,1.208965,0.495793,0.713172,118.343243,0.692066,9704.823802,0.941176,112,0.326923,17,0.673077,35,0.058824,7,0.868217,0.941176,0.903226,0.969457,0.807018,0.249203,0.750797,0.192982,0.793525,0.807018,0.796997,0.960504,0.001,0.002,0,0,4773,133170,17145,?
car,7,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,149,22,0,87.134503,12.865497,0,0.715,0.114529,0.223683,49.607045,65.902058,206.73301,81.382181,125.350829,1.208965,0.475919,0.733046,121.016061,0.707696,9924.010167,0.94958,113,0.134615,7,0.865385,45,0.05042,6,0.941667,0.94958,0.945607,0.986587,0.871345,0.116603,0.883397,0.128655,0.869604,0.871345,0.865846,0.979705,0.001,0.001,0,0,4773,133170,17145,?
car,7,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,145,26,0,84.795322,15.204678,0,0.661025,0.112904,0.227091,48.800822,66.748306,209.272262,81.951734,127.320528,1.223814,0.47925,0.744564,123.558019,0.722562,10146.199007,0.941176,112,0.153846,8,0.846154,44,0.058824,7,0.933333,0.941176,0.937238,0.98384,0.847953,0.137138,0.862862,0.152047,0.870273,0.847953,0.835697,0.973968,0.001,0.002,0,0,4773,133170,17145,?
car,7,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,152,19,0,88.888889,11.111111,0,0.750019,0.112365,0.221441,48.5678,65.087802,209.272262,79.681734,129.590528,1.223814,0.465975,0.757839,125.512157,0.733989,10306.66667,0.97479,116,0.134615,7,0.865385,45,0.02521,3,0.943089,0.97479,0.958678,0.987233,0.888889,0.112309,0.887691,0.111111,0.890541,0.888889,0.882816,0.983326,0,0.002,0,0,4773,133170,17145,?
car,7,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,142,29,0,83.040936,16.959064,0,0.625113,0.118187,0.232835,51.084191,68.436683,209.272262,85.665945,123.606317,1.223814,0.50097,0.722844,119.099733,0.69649,9780.09848,0.92437,110,0.173077,9,0.826923,43,0.07563,9,0.92437,0.92437,0.92437,0.970265,0.830409,0.152441,0.847559,0.169591,0.838938,0.830409,0.820436,0.96734,0.001,0.001,0,0,4773,133170,17145,?
car,7,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,146,25,0,85.380117,14.619883,0,0.663994,0.107179,0.222083,46.326298,65.276359,209.272262,78.6605,130.611763,1.223814,0.460003,0.763811,127.957687,0.748291,10507.486032,0.97479,116,0.192308,10,0.807692,42,0.02521,3,0.920635,0.97479,0.946939,0.99095,0.853801,0.156048,0.843952,0.146199,0.843405,0.853801,0.841801,0.984023,0.001,0.001,0,0,4773,133170,17145,?
car,7,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,148,23,0,86.549708,13.450292,0,0.698551,0.117834,0.23096,50.931624,67.885703,209.272262,86.411732,122.860531,1.223814,0.505332,0.718483,118.377773,0.692268,9720.813375,0.966387,115,0.134615,7,0.865385,45,0.033613,4,0.942623,0.966387,0.954357,0.985941,0.865497,0.117571,0.882429,0.134503,0.846784,0.865497,0.853037,0.979775,0.001,0.002,0,0,4773,133170,17145,?
car,7,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1537,170,144,26,0,84.705882,15.294118,0,0.637259,0.107868,0.222868,46.888155,65.925843,204.579912,78.263924,126.315988,1.203411,0.460376,0.743035,123.299967,0.725294,10106.28548,0.97479,116,0.215686,11,0.784314,40,0.02521,3,0.913386,0.97479,0.943089,0.986489,0.847059,0.176381,0.823619,0.152941,0.818362,0.847059,0.821129,0.978202,0.001,0.002,0,0,4773,133255,17060,?
car,7,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1537,170,150,20,0,88.235294,11.764706,0,0.735779,0.113627,0.224702,49.494526,66.625553,202.144461,79.187277,122.957185,1.189085,0.465808,0.723278,117.477173,0.691042,9616.498384,0.94958,113,0.137255,7,0.862745,44,0.05042,6,0.941667,0.94958,0.945607,0.984511,0.882353,0.117308,0.882692,0.117647,0.884835,0.882353,0.878036,0.979163,0.001,0.002,0,0,4773,133255,17060,?
car,7,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1537,170,145,25,0,85.294118,14.705882,0,0.673504,0.126349,0.237984,54.629495,69.974883,206.209367,88.905709,117.303658,1.212996,0.522975,0.690022,111.767409,0.657455,9168.962135,0.940678,111,0.173077,9,0.826923,43,0.059322,7,0.925,0.940678,0.932773,0.97425,0.852941,0.145158,0.854842,0.147059,0.852661,0.852941,0.848224,0.967008,0.001,0.002,0,0,4773,133255,17060,?
car,8,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,150,21,0,87.719298,12.280702,0,0.717711,0.105591,0.215968,45.735457,63.629027,206.73301,75.167026,131.565983,1.208965,0.439573,0.769392,128.821233,0.753341,10564.079029,0.97479,116,0.192308,10,0.807692,42,0.02521,3,0.920635,0.97479,0.946939,0.992566,0.877193,0.151356,0.848644,0.122807,0.864283,0.877193,0.865845,0.987655,0.002,0.002,0,0,4773,133170,17145,?
car,8,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,150,21,0,87.719298,12.280702,0,0.73091,0.115485,0.228467,50.021104,67.311509,206.73301,83.535036,123.197974,1.208965,0.488509,0.720456,118.931645,0.695507,9753.076138,0.94958,113,0.115385,6,0.884615,46,0.05042,6,0.94958,0.94958,0.94958,0.980931,0.877193,0.101742,0.898258,0.122807,0.873779,0.877193,0.873666,0.974833,0.001,0.001,0,0.015625,4773,133170,17145,?
car,8,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,148,23,0,86.549708,13.450292,0,0.697392,0.11562,0.231266,49.974784,67.975607,209.272262,83.566891,125.705371,1.223814,0.488695,0.735119,121.440064,0.710176,9972.279142,0.957983,114,0.173077,9,0.826923,43,0.042017,5,0.926829,0.957983,0.942149,0.97883,0.865497,0.142416,0.857584,0.134503,0.858151,0.865497,0.856382,0.971072,0,0.002,0,0,4773,133170,17145,?
car,8,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,139,32,0,81.28655,18.71345,0,0.581203,0.118553,0.235659,51.242301,69.266859,209.272262,86.658508,122.613755,1.223814,0.506775,0.71704,118.154658,0.690963,9702.491878,0.92437,110,0.211538,11,0.788462,41,0.07563,9,0.909091,0.92437,0.916667,0.965902,0.812865,0.180877,0.819123,0.187135,0.826472,0.812865,0.802089,0.959165,0.001,0.003,0,0,4773,133170,17145,?
car,8,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,146,25,0,85.380117,14.619883,0,0.673589,0.107871,0.219078,46.625361,64.393308,209.272262,78.026521,131.245742,1.223814,0.456295,0.767519,127.934102,0.748153,10505.549251,0.94958,113,0.153846,8,0.846154,44,0.05042,6,0.933884,0.94958,0.941667,0.988526,0.853801,0.134046,0.865954,0.146199,0.861332,0.853801,0.845168,0.98166,0.002,0.001,0,0,4773,133170,17145,?
car,8,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,150,21,0,87.719298,12.280702,0,0.734276,0.11308,0.22466,48.877069,66.033931,209.272262,81.785644,127.486619,1.223814,0.478279,0.745536,123.688187,0.723323,10156.887977,0.941176,112,0.096154,5,0.903846,47,0.058824,7,0.957265,0.941176,0.949153,0.984971,0.877193,0.090805,0.909195,0.122807,0.886253,0.877193,0.874863,0.975146,0,0.002,0,0.015625,4773,133170,17145,?
car,8,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,148,23,0,86.549708,13.450292,0,0.694025,0.115713,0.225548,50.014926,66.29481,209.272262,82.187077,127.085186,1.223814,0.480626,0.743188,122.854746,0.718449,10088.448424,0.966387,115,0.173077,9,0.826923,43,0.033613,4,0.927419,0.966387,0.946502,0.985294,0.865497,0.142416,0.857584,0.134503,0.867062,0.865497,0.854356,0.982809,0,0.002,0,0,4773,133170,17145,?
car,8,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1537,170,140,30,0,82.352941,17.647059,0,0.601376,0.121685,0.237158,52.894326,70.153027,204.579912,89.18111,115.398803,1.203411,0.524595,0.678816,110.404329,0.649437,9049.294171,0.941176,112,0.176471,9,0.823529,42,0.058824,7,0.92562,0.941176,0.933333,0.978085,0.823529,0.154769,0.845231,0.176471,0.79649,0.823529,0.808809,0.964954,0.001,0.001,0,0,4773,133255,17060,?
car,8,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1537,170,143,27,0,84.117647,15.882353,0,0.644764,0.121487,0.235632,52.527044,69.283364,206.209367,86.337972,119.871395,1.212996,0.50787,0.705126,114.673287,0.674549,9407.349047,0.932203,110,0.192308,10,0.807692,42,0.067797,8,0.916667,0.932203,0.92437,0.978814,0.841176,0.163255,0.836745,0.158824,0.857374,0.841176,0.831985,0.971085,0.001,0.002,0,0,4773,133255,17060,?
car,8,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1537,170,147,23,0,86.470588,13.529412,0,0.696145,0.112983,0.222605,49.21405,66.003863,202.144461,78.683602,123.46086,1.189085,0.462845,0.72624,119.022227,0.700131,9742.974053,0.932773,111,0.176471,9,0.823529,42,0.067227,8,0.925,0.932773,0.92887,0.985171,0.864706,0.148047,0.851953,0.135294,0.874505,0.864706,0.861931,0.97949,0.001,0.001,0,0,4773,133255,17060,?
car,9,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,143,28,0,83.625731,16.374269,0,0.623081,0.108641,0.22555,47.056735,66.452087,206.73301,81.346188,125.386822,1.208965,0.475709,0.733256,122.359286,0.715551,10034.162298,0.957983,114,0.211538,11,0.788462,41,0.042017,5,0.912,0.957983,0.934426,0.983678,0.836257,0.17359,0.82641,0.163743,0.804675,0.836257,0.817915,0.973677,0.001,0.002,0,0,4773,133170,17145,?
car,9,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,140,31,0,81.871345,18.128655,0,0.581081,0.118141,0.232307,51.171408,68.442662,206.73301,84.220181,122.512829,1.208965,0.492516,0.716449,117.470863,0.686964,9633.283645,0.941176,112,0.269231,14,0.730769,38,0.058824,7,0.888889,0.941176,0.914286,0.970103,0.818713,0.215254,0.784746,0.181287,0.817804,0.818713,0.80875,0.964148,0.001,0.001,0,0,4773,133170,17145,?
car,9,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,145,26,0,84.795322,15.204678,0,0.66004,0.130117,0.241707,56.24104,71.044411,209.272262,92.076193,117.19607,1.223814,0.538457,0.685357,110.690302,0.647312,9089.542228,0.941176,112,0.192308,10,0.807692,42,0.058824,7,0.918033,0.941176,0.929461,0.973335,0.847953,0.15914,0.84086,0.152047,0.843126,0.847953,0.840027,0.967347,0.001,0.001,0,0.015625,4773,133170,17145,?
car,9,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,151,20,0,88.304094,11.695906,0,0.738492,0.114551,0.226588,49.512631,66.600569,209.272262,82.72923,126.543032,1.223814,0.483797,0.740018,122.536737,0.716589,10062.334492,0.97479,116,0.115385,6,0.884615,46,0.02521,3,0.95082,0.97479,0.962656,0.990304,0.883041,0.100846,0.899154,0.116959,0.881815,0.883041,0.876032,0.981018,0.001,0.002,0,0,4773,133170,17145,?
car,9,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,152,19,0,88.888889,11.111111,0,0.749788,0.104784,0.212952,45.290901,62.592558,209.272262,74.89976,134.372502,1.223814,0.43801,0.785804,131.652498,0.769898,10810.892377,0.97479,116,0.115385,6,0.884615,46,0.02521,3,0.95082,0.97479,0.962656,0.989981,0.888889,0.102018,0.897982,0.111111,0.901578,0.888889,0.877658,0.98856,0,0.002,0,0,4773,133170,17145,?
car,9,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,150,21,0,87.719298,12.280702,0,0.730668,0.112243,0.223699,48.514979,65.751487,209.272262,80.54467,128.727593,1.223814,0.471021,0.752793,124.574958,0.728509,10229.706807,0.94958,113,0.134615,7,0.865385,45,0.05042,6,0.941667,0.94958,0.945607,0.986749,0.877193,0.114229,0.885771,0.122807,0.88072,0.877193,0.876167,0.977263,0,0.002,0,0,4773,133170,17145,?
car,9,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,149,22,0,87.134503,12.865497,0,0.718244,0.110639,0.223739,47.82163,65.763157,209.272262,78.982371,130.289891,1.223814,0.461885,0.761929,126.468939,0.739584,10385.234631,0.941176,112,0.134615,7,0.865385,45,0.058824,7,0.941176,0.941176,0.941176,0.978668,0.871345,0.117321,0.882679,0.128655,0.88017,0.871345,0.869424,0.973806,0.001,0.002,0,0,4773,133170,17145,?
car,9,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1537,170,145,25,0,85.294118,14.705882,0,0.664005,0.117548,0.228246,51.096042,67.516693,204.579912,82.015622,122.56429,1.203411,0.482445,0.720966,117.656353,0.692096,9643.706535,0.941176,112,0.235294,12,0.764706,39,0.058824,7,0.903226,0.941176,0.921811,0.971494,0.852941,0.185242,0.814758,0.147059,0.854611,0.852941,0.848583,0.968342,0,0.003,0,0.015625,4773,133255,17060,?
car,9,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1537,170,142,28,0,83.529412,16.470588,0,0.616624,0.114013,0.229601,49.66278,68.07817,202.144461,82.121712,120.022749,1.189085,0.483069,0.706016,116.016454,0.68245,9496.926172,0.94958,113,0.215686,11,0.784314,40,0.05042,6,0.91129,0.94958,0.930041,0.968858,0.835294,0.179215,0.820785,0.164706,0.819187,0.835294,0.815897,0.96729,0.001,0.002,0,0,4773,133255,17060,?
car,9,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1537,170,138,32,0,81.176471,18.823529,0,0.562384,0.120714,0.238359,52.192832,70.085243,206.209367,88.79833,117.411036,1.212996,0.522343,0.690653,113.704749,0.668851,9327.893935,0.949153,112,0.288462,15,0.711538,37,0.050847,6,0.88189,0.949153,0.914286,0.977347,0.811765,0.227,0.773,0.188235,0.804425,0.811765,0.80006,0.960856,0.001,0.002,0,0,4773,133255,17060,?
car,10,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,148,23,0,86.549708,13.450292,0,0.693094,0.11973,0.230159,51.859912,67.810051,206.73301,85.869836,120.863173,1.208965,0.502163,0.706802,115.545397,0.675704,9475.384443,0.966387,115,0.173077,9,0.826923,43,0.033613,4,0.927419,0.966387,0.946502,0.981254,0.865497,0.143156,0.856844,0.134503,0.85843,0.865497,0.854475,0.975342,0.001,0.003,0,0,4773,133170,17145,?
car,10,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,154,17,0,90.05848,9.94152,0,0.779489,0.111516,0.223778,48.302059,65.929832,206.73301,79.669571,127.063438,1.208965,0.465904,0.743061,122.911145,0.718779,10079.417961,0.966387,115,0.115385,6,0.884615,46,0.033613,4,0.950413,0.966387,0.958333,0.98287,0.900585,0.096346,0.903654,0.099415,0.901783,0.900585,0.897949,0.97746,0,0.002,0,0,4773,133170,17145,?
car,10,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,146,25,0,85.380117,14.619883,0,0.67692,0.121326,0.234151,52.55093,68.985954,206.73301,86.755674,119.977336,1.208965,0.507343,0.701622,115.203685,0.673706,9447.362101,0.92437,110,0.192308,10,0.807692,42,0.07563,9,0.916667,0.92437,0.920502,0.968972,0.853801,0.158267,0.841733,0.146199,0.857518,0.853801,0.8523,0.962639,0,0.002,0,0,4773,133170,17145,?
car,10,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,150,21,0,87.719298,12.280702,0,0.729165,0.108148,0.220193,46.745138,64.720897,209.272262,78.834614,130.437649,1.223814,0.461021,0.762793,127.801097,0.747375,10494.627347,0.957983,114,0.096154,5,0.903846,47,0.042017,5,0.957983,0.957983,0.957983,0.984648,0.877193,0.090805,0.909195,0.122807,0.870453,0.877193,0.864687,0.978939,0.001,0.001,0,0,4773,133170,17145,?
car,10,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,147,24,0,85.964912,14.035088,0,0.686191,0.111278,0.226726,48.098018,66.641007,209.272262,81.444647,127.827615,1.223814,0.476284,0.74753,124.464726,0.727864,10220.654926,0.957983,114,0.153846,8,0.846154,44,0.042017,5,0.934426,0.957983,0.946058,0.978668,0.859649,0.130954,0.869046,0.140351,0.859825,0.859649,0.853371,0.970277,0.001,0.001,0.015625,0,4773,133170,17145,?
car,10,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,140,31,0,81.871345,18.128655,0,0.574832,0.120889,0.236296,52.252322,69.454162,209.272262,87.450803,121.821459,1.223814,0.511408,0.712406,117.012603,0.684284,9608.709815,0.957983,114,0.269231,14,0.730769,38,0.042017,5,0.890625,0.957983,0.923077,0.974628,0.818713,0.214343,0.785657,0.181287,0.814529,0.818713,0.798458,0.969939,0,0.002,0,0,4773,133170,17145,?
car,10,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1536,171,144,27,0,84.210526,15.789474,0,0.641676,0.114695,0.230499,49.574915,67.749976,209.272262,83.76567,125.506593,1.223814,0.489858,0.733957,121.421681,0.710068,9970.769568,0.94958,113,0.211538,11,0.788462,41,0.05042,6,0.91129,0.94958,0.930041,0.979315,0.842105,0.172523,0.827477,0.157895,0.81603,0.842105,0.827608,0.972462,0,0.002,0,0,4773,133170,17145,?
car,10,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1537,170,149,21,0,87.647059,12.352941,0,0.73536,0.119728,0.229524,52.041968,67.892368,204.683714,83.799507,120.884207,1.204022,0.492938,0.711084,115.522411,0.679544,9469.270639,0.92437,110,0.078431,4,0.921569,47,0.07563,9,0.964912,0.92437,0.944206,0.986818,0.876471,0.080733,0.919267,0.123529,0.889982,0.876471,0.878447,0.977462,0.001,0.001,0,0,4773,133255,17060,?
car,10,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1537,170,144,26,0,84.705882,15.294118,0,0.639507,0.114473,0.229069,49.759444,67.760232,204.579912,82.761598,121.818314,1.203411,0.486833,0.716578,117.610048,0.691824,9639.911121,0.97479,116,0.235294,12,0.764706,39,0.02521,3,0.90625,0.97479,0.939271,0.980227,0.847059,0.185532,0.814468,0.152941,0.832414,0.847059,0.834247,0.970802,0.001,0.001,0,0,4773,133255,17060,?
car,10,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151120.2136,1537,170,148,22,0,87.058824,12.941176,0,0.711219,0.108678,0.221305,46.988763,65.070871,206.209367,77.175229,129.034137,1.212996,0.453972,0.759024,125.519182,0.738348,10297.103892,0.957627,113,0.134615,7,0.865385,45,0.042373,5,0.941667,0.957627,0.94958,0.98354,0.870588,0.118209,0.881791,0.129412,0.877843,0.870588,0.860992,0.978389,0.001,0.001,0.015625,0,4773,133255,17060,?
